Date,SPX,Oil,EUR,XAU,JPY,10Y_US,VIX,cluster,cat_0,cat_1,cat_2
2006-05-18,-0.004728132387706863,0.015829542828543097,0.008558741116847735,-0.010124760468922855,9.019058695081128e-05,-0.07999992370605469,0.7299995422363281,2,0,0,1
2006-05-19,0.006136183689627872,-0.017530689337652117,-0.0065366723764923584,-0.02786832610335288,-0.006806395408424648,-0.01900005340576172,0.1900005340576172,0,1,0,0
2006-05-22,-0.006885697422781778,0.010828108704851847,0.006734988731095681,-0.00426957565536823,0.001794406776238544,-0.018000125885009766,0.5399990081787109,2,0,0,1
2006-05-23,-0.007527733755942956,0.022480354423828786,-0.005445555568423521,0.016538960967645622,-0.006063851514863994,0.03000020980834961,0.5400009155273438,2,0,0,1
2006-05-24,0.00678642714570854,-0.024642146254498454,-0.0007026105621829037,-0.03495028307951242,-0.00532196634282478,-0.032000064849853516,-0.8999996185302734,0,1,0,0
2006-05-25,0.011895321173671647,0.02571867801634342,0.00281820995793991,0.009990624633774647,0.00876875186835191,0.039999961853027344,-1.8600006103515625,1,0,1,0
2006-05-26,0.005289968652037569,-0.0007375081048247578,-0.005541480159335421,0.006182404091902738,-0.007900571483294483,-0.021999835968017578,-1.239999771118164,2,0,0,1
2006-05-31,0.00952380952380949,-0.008635777818004287,-0.0038063494871726222,-0.013515546692808078,-0.003376852906248229,0.026999950408935547,-2.219999313354492,2,0,0,1
2006-06-01,0.010809748427673016,-0.01343575397912955,-0.0003971454095113014,-0.026000340905513952,0.0004444827602345658,-0.005000114440917969,-1.9200000762939453,0,1,0,0
2006-06-02,0.0019443904335991746,0.031128432214222235,0.008357939854217289,0.01502555316615295,0.006712610556396825,-0.11399984359741211,-0.20000076293945312,2,0,0,1
2006-06-05,-0.014554628371822198,-0.0023222591954410454,-0.0013158498777693373,-0.0033070721964197913,-0.005429882507048678,0.032000064849853516,2.3299999237060547,2,0,0,1
2006-06-06,-0.002953918865695182,0.0002910135740850084,-0.006128981447748427,-0.01169223681090592,-0.007728658113352438,-0.019999980926513672,0.6900005340576172,2,0,0,1
2006-06-07,-0.007702942919217803,-0.02152419009530193,-0.0015618243371881002,-0.004316554133604211,-0.0018954770934206389,0.019999980926513672,0.45999908447265625,2,0,0,1
2006-06-08,-0.00039808917197448057,-0.0023780623605492712,-0.011953197784243308,-0.021997414237910684,-0.004432327767929789,-0.03399991989135742,0.5500011444091797,0,1,0,0
2006-06-09,-0.0035842293906810374,0.01415370842323993,-0.0006320768648866437,-0.007552111075767809,-0.00021938861073855787,-0.01100015640258789,-0.22999954223632812,2,0,0,1
2006-06-12,-0.01159072741806555,-0.01454382059949988,-0.004342160214391599,-0.006947923545768897,-0.003671954703887259,0.006000041961669922,2.839998245239258,2,0,0,1
2006-06-13,-0.011726647796198919,-0.028324410763496788,-0.003186736237696497,-0.0684657786761278,-0.007462692001853455,-0.026000022888183594,2.8500003814697266,0,1,0,0
2006-06-14,0.00716039279869074,0.009358708307694252,0.005031086737883328,-0.0053647933992091446,0.0033083514835339223,0.08900022506713867,-2.3500003814697266,1,0,1,0
2006-06-15,0.021328458257160232,0.005623996677809773,0.0024520973844370797,0.030564559431605964,0.0012640393766287783,0.04799985885620117,-5.559999465942383,1,0,1,0
2006-06-16,-0.0039061528875795615,0.0013602831455428177,0.0003919979656201722,0.0062805410374777715,-0.0036911851138676788,0.029999732971191406,1.3500003814697266,2,0,0,1
2006-06-19,-0.0028671788116763075,-0.010716967312794812,-0.005132653343557947,-0.022884876696260603,-0.0020800647381055137,0.017000198364257812,0.5799999237060547,0,1,0,0
2006-06-20,0.0032038446135362886,-0.003814464395907158,0.0007175758587161241,0.0166784708397667,0.00417750845226017,0.012000083923339844,-1.1399993896484375,2,0,0,1
2006-06-21,0.007385229540918248,0.016235220458415744,0.005710070877627427,0.01797561269997283,0.0005660507852527363,-0.0019998550415039062,-1.1700000762939453,1,0,1,0
2006-06-22,-0.004557162670893566,0.00979655675700486,-0.006002996284799056,-0.010286340990630971,-0.010725385311365243,0.0429997444152832,0.3599996566772461,2,0,0,1
2006-06-23,-0.00039808917197448057,-0.0016418001545008831,-0.004846782318202236,0.00450376127303187,-0.003947134725063806,0.03000020980834961,0.010000228881835938,2,0,0,1
2006-06-26,0.003783353245718768,0.012109397009788303,0.005199292193918126,0.005000812078571837,0.002753396071787373,0.010999679565429688,-0.2700004577636719,2,0,0,1
2006-06-27,-0.008331680222178117,0.0056130709001807055,-0.0015962546338919026,-0.010295101007006813,-0.0008596842708342711,-0.028999805450439453,0.7799997329711914,2,0,0,1
2006-06-28,0.006401280256051134,0.003378315531039622,-0.0018317283619000424,-0.00242717387149316,-0.0006873009450683032,0.034999847412109375,-0.6099996566772461,2,0,0,1
2006-06-29,0.019677996422182487,0.017567041729249055,0.009409372506455904,0.0344108361267339,0.010855405848336552,-0.04500007629394531,-2.760000228881836,2,0,0,1
2006-06-30,-0.002339181286549752,0.003740389855353188,0.009395528169593437,0.028729823106874885,0.005764727700446892,-0.06199979782104492,0.05000019073486328,2,0,0,1
2006-07-06,0.002344207853096414,-0.003239483900473128,0.003296181204449189,0.00832000732421867,0.0026895501722041804,-0.04200029373168945,-0.5,2,0,0,1
2006-07-07,-0.006041707269538121,-0.012999833440509923,0.003757479817820597,-0.006188501853626849,0.011407538278358276,-0.05299997329711914,0.32000064849853516,2,0,0,1
2006-07-10,0.0015686274509802978,-0.00415176695579722,-0.006155849793132662,-0.00973975091726631,-0.0029746628014628573,-0.0019998550415039062,0.05000019073486328,2,0,0,1
2006-07-11,0.004111198120595239,0.007475622350660904,0.0017618695420531516,0.02886167207861212,0.0,-0.03000020980834961,-0.880000114440918,2,0,0,1
2006-07-12,-0.010918307662312388,0.015125535543636826,-0.004347488419616075,0.017395341980338985,-0.00875895003226157,0.0,1.3499994277954102,2,0,0,1
2006-07-13,-0.01636112753794594,0.029659834529863538,-0.0011808317026863469,0.00970432687279188,-0.0002600899969599224,-0.028999805450439453,3.3000011444091797,2,0,0,1
2006-07-14,-0.00420841683366735,-0.0004095396491040626,-0.004172453367008,0.004576588991558106,-0.006374961074183005,-0.012000083923339844,0.2599983215332031,2,0,0,1
2006-07-17,-0.0014087341517408092,-0.021442224373799945,-0.009964350624985019,-0.02885342073209518,-0.008541168298263235,0.009999752044677734,0.5900001525878906,0,1,0,0
2006-07-18,0.004232164449818665,-0.012561081740575242,-0.0012752250590033487,-0.016419065278089007,-0.002130742317382528,0.06100034713745117,-0.8999996185302734,1,0,1,0
2006-07-19,0.013445715432470307,-0.012720869623730091,0.007761047334368554,0.01796497974571687,0.004279722606895353,-0.0710000991821289,-2.189999580383301,2,0,0,1
2006-07-20,-0.0065346534653465405,-0.010737294436418243,0.002690785420950359,-0.02327030910785055,-0.001111467633682861,-0.031000137329101562,0.659998893737793,0,1,0,0
2006-07-21,-0.007574247558301828,0.006078121247753865,0.005781278826116454,-0.013271535319863026,0.007233864261300571,0.017000198364257812,1.1900005340576172,2,0,0,1
2006-07-24,0.018276762402088753,0.009349849788057085,-0.0064509119102740264,-0.009236747743975315,-0.005396122084950328,-0.0009999275207519531,-2.4200000762939453,2,0,0,1
2006-07-25,0.0031558185404338968,-0.01667376655943975,-0.003171123826542499,0.006705918408653533,-0.0034144389301655753,0.020999908447265625,-0.12999916076660156,1,0,1,0
2006-07-26,0.001376327172630809,0.002463741578917489,0.01024660380066389,0.007311141649348762,0.006875832077778199,-0.029000282287597656,-0.23000049591064453,2,0,0,1
2006-07-27,-0.0007853917141174005,0.007373169722873385,-0.0013330736200803939,0.01451615364320813,0.005183572130635916,0.004000186920166016,0.31999969482421875,2,0,0,1
2006-07-28,0.009432108469247469,-0.01693456228484158,0.004335311515867968,0.0033386181141228377,0.008802528804555454,-0.05000019073486328,-0.6099996566772461,2,0,0,1
2006-07-31,-0.0019466614755694334,0.014890461942575373,0.0018011438512135491,0.0007922553727934822,0.0020085208562432566,-0.0019998550415039062,0.619999885559082,2,0,0,1
2006-08-01,-0.0039009167154281377,0.009062211064927217,0.0036024272522734435,0.018366052093327312,-0.0004364125648458339,-0.005000114440917969,0.10000038146972656,2,0,0,1
2006-08-02,0.0058742901899353495,0.013827529573827269,-0.002187425016703659,0.006685328159452553,0.0,-0.021999835968017578,-0.7100000381469727,2,0,0,1
2006-08-03,0.0023359937706832756,-0.007874088390909084,0.0005503422397892255,-0.009729687311474389,-0.0041724908998049814,-0.009999752044677734,0.11999988555908203,2,0,0,1
2006-08-04,-0.0009710623422023446,-0.010629252068456996,0.006246335929435576,0.00249525929291039,0.0048916626674770924,-0.05000019073486328,-0.11999988555908203,2,0,0,1
2006-08-07,-0.0029160186625194484,0.031370899842362965,-0.004653286916348698,0.0034225455021941187,-0.00547300191188882,0.019999980926513672,0.8899993896484375,2,0,0,1
2006-08-08,-0.004289335153051299,-0.009722179836697098,-0.004059937189380691,-0.008217035337936052,-0.005013413595080896,0.0019998550415039062,0.0,2,0,0,1
2006-08-09,-0.004112003132954789,-0.0018233503120347327,0.008458840488243746,0.010317274036587776,0.0028606261209145334,0.01399993896484375,-0.029999732971191406,2,0,0,1
2006-08-10,0.003145890680298802,-0.022059852960756188,-0.006370852712137887,-0.021352271577653292,0.0017366875814712746,-0.009999752044677734,-0.7399997711181641,2,0,0,1
2006-08-11,-0.002548020384163019,0.001867886288256626,-0.005306356956624847,-0.008537563881855226,-0.00963188105387991,0.039999961853027344,-0.15999984741210938,2,0,0,1
2006-08-14,0.0007860090391038632,-0.016348873715199885,-0.0001653957257681249,-0.007335338720911522,-0.0027444228045615526,0.03399991989135742,-0.039999961853027344,2,0,0,1
2006-08-15,0.01138817985470264,-0.005540126457304506,0.00534665423746894,-0.0038554486500690377,0.005692565282189088,-0.06999969482421875,-0.8400001525878906,2,0,0,1
2006-08-16,0.00873616773442043,-0.01627328288007912,0.004071193954579666,0.007740741330852563,0.0005609703681228595,-0.06000041961669922,-1.010000228881836,2,0,0,1
2006-08-17,0.0015396458814471714,-0.015648218274822212,-0.000859689759075799,-0.02336378396470773,-0.0002157163550452479,-0.0039997100830078125,-0.1700000762939453,2,0,0,1
2006-08-18,0.004611837048424272,0.0019681642303044367,-0.0003079096695335348,0.00016388884860774056,0.001122958336202684,-0.032000064849853516,-0.5999994277954102,2,0,0,1
2006-08-21,-0.0036342769701607214,0.018736746117430148,0.003501452518887449,0.02293574197548076,-0.0017246233985639403,-0.01600027084350586,0.5799999237060547,2,0,0,1
2006-08-22,-0.00019197542714533,-0.005487913486149076,-0.004740452294864972,-0.006245986518673807,-0.004292950929506101,-0.007999897003173828,-0.030000686645507812,2,0,0,1
2006-08-23,-0.003264208909370181,-0.01566000005916901,-0.002415617923277158,-0.003545486038853407,0.0006873600092294208,0.007999897003173828,0.21000003814697266,2,0,0,1
2006-08-24,-0.0013484877672895745,0.011363636363636465,-0.0014931207593077422,-0.0012938998655261935,-0.0006010621275501782,-0.015999794006347656,0.0,2,0,0,1
2006-08-25,0.0011574074074074403,-0.0029962089624298027,-0.00038269911075106133,0.0003238940528529355,-0.00682247174811057,-0.012000083923339844,-0.08999919891357422,2,0,0,1
2006-08-28,0.00481695568400764,-0.025094000326957633,0.0027759228079047293,-0.012465605505218913,0.0007681485763564311,0.006000041961669922,-0.13000011444091797,2,0,0,1
2006-08-29,0.0009587727708533222,-0.010634938983067999,0.0028609434950277457,-0.0009836290703445494,0.003984373682318854,-0.01399993896484375,0.09999942779541016,2,0,0,1
2006-08-30,0.0,0.01028191318916516,0.0009245011164964456,0.007876592600150722,-0.0026918032904453826,-0.019999980926513672,-0.05999946594238281,2,0,0,1
2006-08-31,0.0003831417624520217,-0.0007709394531941749,-0.00248496465827186,0.014164812317137399,-0.0028971026373288966,-0.031000137329101562,0.09000015258789062,2,0,0,1
2006-09-01,0.00536193029490617,-0.016203750035615583,0.0021051289862985545,-0.002408115647362541,0.0025628144371663275,-0.006000041961669922,-0.35000038146972656,2,0,0,1
2006-09-06,-0.008938759984785105,-0.017532784493349385,-0.0003845584317169193,-0.007891414065395619,-0.003345911100009924,0.019999980926513672,1.109999656677246,2,0,0,1
2006-09-07,-0.0049894454039531855,-0.004983944847083088,-0.006786211384986474,-0.02561248162136409,0.0010305317302605754,-0.006000041961669922,0.1400003433227539,0,1,0,0
2006-09-08,0.0023143683702988582,-0.015996087793387792,-0.004638342249455141,-0.009959193638392816,-0.00436079110854215,-0.024000167846679688,-0.7200002670288086,2,0,0,1
2006-09-11,0.0009620935154897037,-0.014285759027646838,0.0029233382055637858,-0.03529022775705615,-0.0051042627642591265,0.0279998779296875,-0.1700000762939453,0,1,0,0
2006-09-12,0.01018838908112274,-0.021156096678144,-0.0011806518381597408,-0.003076928293603065,-0.0022916028158694868,-0.026000022888183594,-1.0699996948242188,2,0,0,1
2006-09-13,0.0028544243577546258,0.004084439845513765,0.00015234340944081382,0.0051440198667760395,0.0031503001804682462,-0.007999897003173828,-0.7399997711181641,2,0,0,1
2006-09-14,0.00037950664136632284,-0.01440675379866263,0.002048449951602249,-0.02439441029054623,-0.0010206919017907712,0.028000354766845703,0.36999988555908203,0,1,0,0
2006-09-15,0.0038846700433896597,-0.0018916699478092047,-0.0056549950797605275,0.0036720214060619316,0.0008512681798071853,0.004999637603759766,0.21000003814697266,2,0,0,1
2006-09-18,0.00841193914677918,0.004824238023434679,0.004421969700297623,0.014459895370964704,-0.0035626276284653757,0.012000083923339844,0.01999950408935547,2,0,0,1
2006-09-19,-0.0028105677346823565,-0.03549382211344432,-0.002357875565072276,-0.022497018437048433,0.002465994211650946,-0.07299995422363281,0.19999980926513672,2,0,0,1
2006-09-20,0.004509582863585049,-0.02133334689670141,0.0008627415806881089,0.005973298726727361,0.0011918899262697291,-0.007999897003173828,-0.5899991989135742,2,0,0,1
2006-09-21,-0.004676393565282488,0.015258858569109357,0.007336290063688633,0.01205033988180837,0.009453407256369895,-0.08100032806396484,0.8599996566772461,2,0,0,1
2006-09-22,-0.0031948881789137795,-0.022365360773854537,0.0014848327636718395,0.009490927175488162,-0.0029134219947017925,-0.05099964141845703,0.3400001525878906,2,0,0,1
2006-09-25,0.007352941176470562,0.018850636727715697,-0.004295056290617771,0.0,0.0019317319344811512,-0.04200029373168945,-0.4700002670288086,2,0,0,1
2006-09-26,0.008235073928504644,-0.0044907492046489805,-0.004554608378165348,0.0041025927943041385,-0.005676975576167753,0.03000020980834961,-0.5900001525878906,2,0,0,1
2006-09-27,0.0007425283088917656,0.03139663904647705,0.0014992988579669575,0.01821586081459814,-0.002554521845377855,0.008999824523925781,0.05000019073486328,2,0,0,1
2006-09-28,-0.00037098868484508607,-0.008922293962467465,-0.00019058524055504122,-0.0003343998880528387,-0.0024632711055663226,0.032000064849853516,0.1400003433227539,2,0,0,1
2006-09-29,-0.001298942289849725,0.006178260630076204,-0.003266798863152398,-0.005352060376722867,-0.0019497772916593492,0.006999969482421875,0.25999927520751953,2,0,0,1
2006-10-02,-0.00371609067261236,-0.029649098714192745,0.0063072423808530065,-0.005380859059286869,0.0025496805458615768,-0.014999866485595703,0.5900001525878906,2,0,0,1
2006-10-03,0.0020514733308467648,-0.03742541391119569,-0.0005475878844775073,-0.03448860292310929,-0.0033036796236036725,-0.0019998550415039062,-0.3299999237060547,0,1,0,0
2006-10-04,0.011166945840312748,0.015026281214113979,-0.00172895905253323,-0.012957479785644876,0.0019521588654671795,-0.051000118255615234,-0.38000011444091797,2,0,0,1
2006-10-05,0.001840603718019418,0.010177631897532402,-0.001371085465487698,0.009756949573924034,-0.00025455052766476527,0.0429997444152832,0.11999988555908203,1,0,1,0
2006-10-06,-0.0014697776961234421,-0.004396440333320317,-0.007209502666319922,0.0012298579018521494,-0.009747110673786197,0.08800029754638672,-0.4199991226196289,2,0,0,1
2006-10-09,0.0003679852805886785,0.004599816136499735,-0.00023944304406309236,0.003684840819227375,0.00016811726044263509,0.0019998550415039062,0.11999988555908203,2,0,0,1
2006-10-10,0.0011035497517013493,-0.017032973098279003,-0.005476432687780641,-0.0034965167879689174,-0.005682295609429122,0.05000019073486328,-0.15999984741210938,2,0,0,1
2006-10-11,-0.001286055484107984,-0.01900496884415026,-0.0006387678089092574,-0.002105244419030927,-0.0005845974283703592,0.03599977493286133,0.09999942779541016,1,0,1,0
2006-10-12,0.008646063281824823,0.014814791200214561,0.002876247109903085,0.01072434245599041,0.0030155856813045556,-0.006000041961669922,-0.5299997329711914,2,0,0,1
2006-10-13,0.002006200984862261,0.00411755978750783,-0.004376731648808474,0.018785840751887495,-0.0018394751129594544,0.028000354766845703,-0.3400001525878906,2,0,0,1
2006-10-16,0.0018201674554059188,0.019944075757539093,0.002884476808471703,0.010244126297547451,0.00537995456097784,-0.018000125885009766,0.3400001525878906,2,0,0,1
2006-10-17,-0.0030886627906976383,-0.013340634611684443,0.00031360240329814104,-0.008788180820653135,0.0031200165107334588,-0.010000228881835938,0.6399993896484375,2,0,0,1
2006-10-18,0.0005467468562054822,-0.021115079994531216,-0.0004765322087492141,-0.0010230412912187736,-0.0027749902130494997,-0.01399993896484375,-0.3899993896484375,2,0,0,1
2006-10-19,0.0012750455373407021,0.0198676079862512,0.007020696461036646,0.013995557137543413,0.005410884310564024,0.021999835968017578,-0.4400005340576172,1,0,1,0
2006-10-20,0.0005457522284881833,-0.021335834755528915,-0.0008704877288000512,-0.010604293380463203,-0.003706219987214099,-0.0019998550415039062,-0.26999950408935547,2,0,0,1
2006-10-23,0.0041818181818182865,-0.00720381171782436,-0.005158504215565074,-0.017352849250533375,-0.004861708434349743,0.04200029373168945,0.4499998092651367,1,0,1,0
2006-10-24,0.0028969762810067134,0.008974627273039104,0.0006405568210654522,0.00709833551465433,-0.00033512055773476934,-0.0020003318786621094,-0.3000001907348633,2,0,0,1
2006-10-25,0.003249684058494351,0.03520061705110478,0.0045417862684922206,0.010142688175343029,0.003362988803379263,-0.051000118255615234,-0.11999988555908203,2,0,0,1
2006-10-26,0.002699298182472498,-0.019195598216004917,0.006182004476647407,0.009019785723852092,0.004730572740168748,-0.051999568939208984,-0.09999942779541016,2,0,0,1
2006-10-27,-0.005922469490308724,0.006523736517551892,0.003861154303985037,0.0018552978352670557,0.006803839172521808,-0.046000003814697266,0.23999977111816406,2,0,0,1
2006-10-30,-0.001083228019498117,-0.03740741588451246,-0.0019713067789226546,0.008417508201277846,-0.00025506996974078433,-0.0020003318786621094,0.39999961853027344,2,0,0,1
2006-10-31,0.0,0.002308559694912171,0.0038556162388356796,0.005676129280914877,0.007021146402912626,-0.06699991226196289,-0.09999942779541016,2,0,0,1
2006-11-01,-0.007410084944876161,0.00038388595680305393,-0.0009820580921039435,0.018592279227726438,-0.0036683185522763395,-0.04500007629394531,0.4099998474121094,2,0,0,1
2006-11-02,-0.0012745812090313446,-0.011895605230058393,0.0020064492794913402,0.009126426874566773,0.0010247886263512473,0.03500032424926758,-0.09000015258789062,2,0,0,1
2006-11-03,-0.002005469462169507,0.02291262728496668,-0.00571817395918528,0.006136968335793913,-0.007458932512064531,0.11899995803833008,-0.26000022888183594,1,0,1,0
2006-11-06,0.011143587869930638,0.014616561376291859,0.0014634547422791577,-0.006581057021397441,-0.001607809215162015,-0.006000041961669922,0.0,2,0,0,1
2006-11-07,0.003794037940379358,-0.01590275541039321,0.0042043085079035425,0.002423679550140667,0.0049324079353489925,-0.05000019073486328,-0.06999969482421875,2,0,0,1
2006-11-08,0.0017998560115191076,0.015209183934699277,-0.0014928921631260916,-0.014990333517919452,-0.0020368793128611173,-0.026000022888183594,-0.3400001525878906,2,0,0,1
2006-11-09,-0.005389867049946151,0.02059922177320561,0.005684802509656306,0.030109640553271477,0.00033959517120685234,0.0,0.26000022888183594,2,0,0,1
2006-11-10,0.0005419075144508234,-0.02201836262274226,0.0016709863822654825,-0.007307372182646099,0.0022975177005917224,-0.04699993133544922,-0.2200002670288086,2,0,0,1
2006-11-13,0.002346994042245809,-0.0178236543440492,-0.0021803892332302732,-0.0048008168298896425,-0.0009351408052367116,0.01900005340576172,0.06999969482421875,2,0,0,1
2006-11-14,0.0070244956772334,-0.00401144394639219,-0.0009353896783601545,-0.009004624070746425,0.0,-0.037000179290771484,-0.3599996566772461,2,0,0,1
2006-11-15,0.0026828832051510876,0.006904499703984213,0.0008592156110609483,0.0034074165314479377,-0.0021208008638019527,0.04699993133544922,-0.18999958038330078,2,0,0,1
2006-11-16,0.0024973242953978403,-0.03638094947451642,-0.002418059439620923,-0.008570484766965092,-0.0028760274384569406,0.04000043869018555,-0.15000057220458984,1,0,1,0
2006-11-17,-0.000177935943060481,0.00691833313037038,0.004381903857608727,0.007665917394851229,0.005785267142072614,-0.048000335693359375,-0.1099996566772461,2,0,0,1
2006-11-20,0.0003559352197899379,0.0005889790891828728,-0.002486716640900166,-0.0001618375158750629,-0.004235852220619951,-0.012000083923339844,-0.07999992370605469,2,0,0,1
2006-11-21,0.0007116171499732538,0.019815544385801465,0.0021838063420656084,0.008094544217170263,0.0015272382847755228,-0.01699972152709961,-0.07000064849853516,2,0,0,1
2006-11-22,0.0016000000000000458,-0.012889537800032214,0.007232903343778574,0.003693585041681935,0.009421021360017212,-0.010000228881835938,0.24000072479248047,1,0,1,0
2006-11-28,0.003614022406938977,0.007839385342123917,0.005400345106434168,-0.00204083306998748,0.0005169974753640449,-0.029000282287597656,-0.6800003051757812,2,0,0,1
2006-11-29,0.009902772776377411,0.02712958319130454,-0.0042336171078819484,-0.006449580767348806,-0.003263740036261731,0.012000083923339844,-0.7899999618530273,2,0,0,1
2006-11-30,0.0005348546978070079,0.008127123132003256,0.00783131378694435,0.019474343654336312,0.006483402472522659,-0.06299972534179688,0.07999992370605469,2,0,0,1
2006-12-01,-0.0017818959372772891,0.008611165083150407,0.0067905574704481,-0.004193145606859794,0.0039052064144120546,-0.03299999237060547,0.75,2,0,0,1
2006-12-04,0.007318814709032395,-0.015440481124454952,-0.00037335870614563227,0.0,-0.0012134817224193073,0.007999897003173828,-0.43000030517578125,2,0,0,1
2006-12-05,0.004253056884635731,0.0018449902714663402,-0.0012786883215674116,-0.004834706176108816,0.003653813044718568,0.008999824523925781,0.04000091552734375,2,0,0,1
2006-12-06,-0.0014116816657843145,-0.007550641863218965,-0.00243141712131989,-0.017552150485469653,-0.0032084872317134083,0.03900003433227539,0.05999946594238281,1,0,1,0
2006-12-07,-0.004241031984449584,-0.0005566669073415742,-3.983304332288995e-05,0.0006380749147170128,0.0015633168849225054,0.0019998550415039062,1.3400001525878906,2,0,0,1
2006-12-08,0.0008873114463177068,-0.00519864047760632,0.008130214358780252,-0.010840113345097935,-0.009889083470850268,0.069000244140625,-0.6000003814697266,2,0,0,1
2006-12-11,0.0031914893617022155,-0.01082496848140313,-0.010680356689556136,0.008380345917121224,-0.0040253615288115,-0.032000064849853516,-1.359999656677246,2,0,0,1
2006-12-12,-0.001237186284906322,-0.008490580432819916,0.0025639982028258235,-0.0007990928129201214,0.0005141832866961682,-0.028999805450439453,-0.06000041961669922,2,0,0,1
2006-12-13,0.0010617589807113692,0.006279768522279072,-0.005036070130433945,-0.0006398099045819006,-0.005962560209016865,0.08599996566772461,-0.4699993133544922,2,0,0,1
2006-12-14,0.008308290613399327,0.01607410092572059,-0.0046573775806291184,-0.005761853600978362,-0.003057070344946955,0.017999649047851562,-0.21000003814697266,2,0,0,1
2006-12-15,0.0019214517772616624,0.010608592958876839,-0.00437505689775719,-0.018029603205770406,-0.003300883492269757,0.0020003318786621094,0.07999992370605469,2,0,0,1
2006-12-18,0.004206510496454374,-0.02099446419274298,0.000537294050300563,0.0006557527135631069,0.0008470857393985121,-0.010000228881835938,0.5500001907348633,2,0,0,1
2006-12-19,0.001045478306325176,0.015801357317512865,0.0077129354363720815,0.012450824215827883,0.0003389620778175839,0.012000083923339844,-0.3000001907348633,2,0,0,1
2006-12-20,-0.0006962576153176636,0.0009259117974176334,-0.0015164474775315462,-0.002912626333300028,-0.0027885263805309535,-0.004000186920166016,-0.039999961853027344,2,0,0,1
2006-12-21,-0.003832085002612784,-0.013135968445783575,-0.0002373184337173262,-0.003894804737579194,0.0004226512974581098,-0.046000003814697266,0.26999950408935547,2,0,0,1
2006-12-22,-0.006644518272425293,-0.007874052914156215,-0.003560179578943834,0.004398834360788584,-0.005882821756527767,0.07500028610229492,0.8299999237060547,2,0,0,1
2006-12-27,0.005774278215223028,-0.005615819499515284,0.0011550111124052354,0.003872243953523258,0.0029469235784143066,0.05099964141845703,-0.619999885559082,1,0,1,0
2006-12-28,-0.0022616562282532504,-0.0009736950057699367,0.0017487122310408942,0.010928966439002874,-0.0010513478575997492,0.03600025177001953,0.34999942779541016,2,0,0,1
2006-12-29,-0.003661726242371377,0.005847938431231325,0.0038009966858687516,0.004928418935987056,-0.0007144621908622417,0.019999980926513672,0.5700006484985352,2,0,0,1
2007-01-04,0.0019301631865240587,-0.04068830109605359,-0.005931121543157558,-0.010115563034137298,0.004291799200348612,-0.046000003814697266,-0.5299997329711914,2,0,0,1
2007-01-05,-0.007705779334500895,0.009284710847714539,-0.008245520480292146,-0.024006542097364414,0.0011795381815544737,0.0279998779296875,0.630000114440918,0,1,0,0
2007-01-08,0.004235792446170228,-0.00710851222186526,0.004238010051963448,0.005152092117745921,0.0,0.01399993896484375,-0.1400003433227539,2,0,0,1
2007-01-09,-0.0014059753954305254,-0.004000893550029083,-0.0033012207870157795,0.006117707253393334,-0.00511316508589621,-0.0039997100830078125,-0.09000015258789062,2,0,0,1
2007-01-10,0.002815909890883539,-0.04101477078225735,-0.004386664139948149,-0.004272774495528986,-0.0017571674397033332,0.026000022888183594,-0.4399995803833008,1,0,1,0
